Time,4793:WINTER DESIGN DAY IN CASESTUDY-THESIS:Des Heat Load [W],4793:SUMMER DESIGN DAY IN CASESTUDY-THESIS JUL:Des Sens Cool Load [W],4793:WINTER DESIGN DAY IN CASESTUDY-THESIS:Des Heat Mass Flow [kg/s],4793:SUMMER DESIGN DAY IN CASESTUDY-THESIS JUL:Des Cool Mass Flow [kg/s],4813:WINTER DESIGN DAY IN CASESTUDY-THESIS:Des Heat Load [W],4813:SUMMER DESIGN DAY IN CASESTUDY-THESIS JUL:Des Sens Cool Load [W],4813:WINTER DESIGN DAY IN CASESTUDY-THESIS:Des Heat Mass Flow [kg/s],4813:SUMMER DESIGN DAY IN CASESTUDY-THESIS JUL:Des Cool Mass Flow [kg/s],4820:WINTER DESIGN DAY IN CASESTUDY-THESIS:Des Heat Load [W],4820:SUMMER DESIGN DAY IN CASESTUDY-THESIS JUL:Des Sens Cool Load [W],4820:WINTER DESIGN DAY IN CASESTUDY-THESIS:Des Heat Mass Flow [kg/s],4820:SUMMER DESIGN DAY IN CASESTUDY-THESIS JUL:Des Cool Mass Flow [kg/s],5618:WINTER DESIGN DAY IN CASESTUDY-THESIS:Des Heat Load [W],5618:SUMMER DESIGN DAY IN CASESTUDY-THESIS JUL:Des Sens Cool Load [W],5618:WINTER DESIGN DAY IN CASESTUDY-THESIS:Des Heat Mass Flow [kg/s],5618:SUMMER DESIGN DAY IN CASESTUDY-THESIS JUL:Des Cool Mass Flow [kg/s],5627:WINTER DESIGN DAY IN CASESTUDY-THESIS:Des Heat Load [W],5627:SUMMER DESIGN DAY IN CASESTUDY-THESIS JUL:Des Sens Cool Load [W],5627:WINTER DESIGN DAY IN CASESTUDY-THESIS:Des Heat Mass Flow [kg/s],5627:SUMMER DESIGN DAY IN CASESTUDY-THESIS JUL:Des Cool Mass Flow [kg/s],5642:WINTER DESIGN DAY IN CASESTUDY-THESIS:Des Heat Load [W],5642:SUMMER DESIGN DAY IN CASESTUDY-THESIS JUL:Des Sens Cool Load [W],5642:WINTER DESIGN DAY IN CASESTUDY-THESIS:Des Heat Mass Flow [kg/s],5642:SUMMER DESIGN DAY IN CASESTUDY-THESIS JUL:Des Cool Mass Flow [kg/s]
00:15:00,6.260876E+03,2.379599E+03,4.656545E-01,1.945391E-01,2.106939E+03,1.013781E+03,1.567405E-01,8.288270E-02,2.180246E+03,1.127185E+03,1.621939E-01,9.215396E-02,1.766864E+03,8.923743E+02,1.314405E-01,7.295699E-02,1.580451E+03,7.485792E+02,1.175727E-01,6.120113E-02,4.480735E+03,1.721990E+03,3.332484E-01,1.407800E-01
00:30:00,6.260657E+03,2.268290E+03,4.656382E-01,1.854396E-01,2.106923E+03,9.697622E+02,1.567394E-01,7.928391E-02,2.180182E+03,1.081069E+03,1.621892E-01,8.838371E-02,1.766513E+03,8.631180E+02,1.314144E-01,7.056514E-02,1.580307E+03,7.220169E+02,1.175620E-01,5.902953E-02,4.479914E+03,1.654664E+03,3.331873E-01,1.352761E-01
00:45:00,6.260440E+03,2.160004E+03,4.656220E-01,1.765874E-01,2.106907E+03,9.269630E+02,1.567382E-01,7.578488E-02,2.180119E+03,1.036222E+03,1.621845E-01,8.471725E-02,1.766164E+03,8.345543E+02,1.313885E-01,6.822993E-02,1.580163E+03,6.960689E+02,1.175513E-01,5.690816E-02,4.479097E+03,1.589104E+03,3.331265E-01,1.299166E-01
01:00:00,6.260223E+03,2.054727E+03,4.656059E-01,1.679811E-01,2.106892E+03,8.853611E+02,1.567370E-01,7.238374E-02,2.180056E+03,9.926250E+02,1.621798E-01,8.115302E-02,1.765817E+03,8.066822E+02,1.313626E-01,6.595127E-02,1.580020E+03,6.707335E+02,1.175406E-01,5.483690E-02,4.478283E+03,1.525281E+03,3.330660E-01,1.246992E-01
01:15:00,6.260235E+03,1.954532E+03,4.656068E-01,1.597904E-01,2.106893E+03,8.453635E+02,1.567371E-01,6.911376E-02,2.180059E+03,9.508159E+02,1.621801E-01,7.773494E-02,1.765836E+03,7.806092E+02,1.313641E-01,6.381970E-02,1.580028E+03,6.466951E+02,1.175412E-01,5.287166E-02,4.478327E+03,1.466022E+03,3.330693E-01,1.198548E-01
01:30:00,6.260247E+03,1.858872E+03,4.656077E-01,1.519703E-01,2.106893E+03,8.068629E+02,1.567372E-01,6.596617E-02,2.180063E+03,9.105564E+02,1.621803E-01,7.444356E-02,1.765855E+03,7.555535E+02,1.313655E-01,6.177129E-02,1.580035E+03,6.236024E+02,1.175418E-01,5.098373E-02,4.478371E+03,1.409967E+03,3.330726E-01,1.152723E-01
01:45:00,6.260259E+03,1.767811E+03,4.656086E-01,1.445261E-01,2.106894E+03,7.698413E+02,1.567372E-01,6.293949E-02,2.180066E+03,8.718281E+02,1.621806E-01,7.127734E-02,1.765874E+03,7.315126E+02,1.313669E-01,5.980584E-02,1.580043E+03,6.014550E+02,1.175423E-01,4.917309E-02,4.478415E+03,1.357132E+03,3.330758E-01,1.109531E-01
02:00:00,6.260271E+03,1.681171E+03,4.656094E-01,1.374434E-01,2.106895E+03,7.342824E+02,1.567373E-01,6.003239E-02,2.180070E+03,8.346136E+02,1.621809E-01,6.823490E-02,1.765892E+03,7.084844E+02,1.313683E-01,5.792320E-02,1.580050E+03,5.802535E+02,1.175429E-01,4.743978E-02,4.478458E+03,1.307508E+03,3.330790E-01,1.068964E-01
02:15:00,6.260282E+03,1.597403E+03,4.656103E-01,1.305954E-01,2.106896E+03,6.998351E+02,1.567374E-01,5.721618E-02,2.180073E+03,7.985609E+02,1.621811E-01,6.528743E-02,1.765911E+03,6.861309E+02,1.313696E-01,5.609570E-02,1.580058E+03,5.596625E+02,1.175435E-01,4.575637E-02,4.478501E+03,1.259640E+03,3.330822E-01,1.029831E-01
02:30:00,6.260294E+03,1.516433E+03,4.656112E-01,1.239761E-01,2.106897E+03,6.664815E+02,1.567374E-01,5.448937E-02,2.180077E+03,7.636497E+02,1.621814E-01,6.243329E-02,1.765929E+03,6.644456E+02,1.313710E-01,5.432284E-02,1.580066E+03,5.396797E+02,1.175440E-01,4.412270E-02,4.478544E+03,1.213516E+03,3.330854E-01,9.921246E-02
02:45:00,6.260306E+03,1.438215E+03,4.656120E-01,1.175818E-01,2.106898E+03,6.342105E+02,1.567375E-01,5.185108E-02,2.180080E+03,7.298663E+02,1.621816E-01,5.967135E-02,1.765948E+03,6.434272E+02,1.313724E-01,5.260450E-02,1.580073E+03,5.203098E+02,1.175446E-01,4.253912E-02,4.478587E+03,1.169143E+03,3.330886E-01,9.558492E-02
03:00:00,6.260317E+03,1.362820E+03,4.656129E-01,1.114183E-01,2.106898E+03,6.030139E+02,1.567375E-01,4.930061E-02,2.180083E+03,6.971982E+02,1.621819E-01,5.700059E-02,1.765966E+03,6.230750E+02,1.313737E-01,5.094062E-02,1.580080E+03,5.015637E+02,1.175451E-01,4.100655E-02,4.478630E+03,1.126548E+03,3.330918E-01,9.210274E-02
03:15:00,6.260329E+03,1.288636E+03,4.656138E-01,1.053537E-01,2.106899E+03,5.725486E+02,1.567376E-01,4.680994E-02,2.180087E+03,6.652962E+02,1.621821E-01,5.439247E-02,1.765984E+03,6.030513E+02,1.313751E-01,4.930359E-02,1.580088E+03,4.831337E+02,1.175457E-01,3.949982E-02,4.478672E+03,1.084178E+03,3.330949E-01,8.863899E-02
03:30:00,6.260340E+03,1.215710E+03,4.656146E-01,9.939194E-02,2.106900E+03,5.428127E+02,1.567377E-01,4.437890E-02,2.180090E+03,6.341449E+02,1.621824E-01,5.184571E-02,1.766002E+03,5.833510E+02,1.313764E-01,4.769302E-02,1.580095E+03,4.649630E+02,1.175462E-01,3.801428E-02,4.478714E+03,1.042037E+03,3.330981E-01,8.519392E-02
03:45:00,6.260351E+03,1.144036E+03,4.656155E-01,9.353251E-02,2.106901E+03,5.137827E+02,1.567377E-01,4.200557E-02,2.180094E+03,6.037350E+02,1.621826E-01,4.935956E-02,1.766021E+03,5.639750E+02,1.313778E-01,4.610894E-02,1.580103E+03,4.470424E+02,1.175468E-01,3.654919E-02,4.478756E+03,1.000133E+03,3.331012E-01,8.176821E-02
04:00:00,6.260363E+03,1.073607E+03,4.656163E-01,8.777483E-02,2.106902E+03,4.854771E+02,1.567378E-01,3.969146E-02,2.180097E+03,5.740613E+02,1.621829E-01,4.693362E-02,1.766038E+03,5.449267E+02,1.313791E-01,4.455166E-02,1.580110E+03,4.293607E+02,1.175473E-01,3.510363E-02,4.478798E+03,9.584748E+02,3.331043E-01,7.836254E-02
04:15:00,6.260374E+03,1.005987E+03,4.656171E-01,8.224675E-02,2.106902E+03,4.581665E+02,1.567378E-01,3.745868E-02,2.180100E+03,5.454697E+02,1.621831E-01,4.459612E-02,1.766056E+03,5.265539E+02,1.313804E-01,4.304962E-02,1.580117E+03,4.122253E+02,1.175479E-01,3.370273E-02,4.478839E+03,9.186424E+02,3.331074E-01,7.510616E-02
04:30:00,6.260385E+03,9.411755E+02,4.656180E-01,7.694831E-02,2.106903E+03,4.318336E+02,1.567379E-01,3.530585E-02,2.180103E+03,5.179493E+02,1.621834E-01,4.234621E-02,1.766074E+03,5.088571E+02,1.313818E-01,4.160282E-02,1.580124E+03,3.956926E+02,1.175484E-01,3.235110E-02,4.478880E+03,8.806550E+02,3.331104E-01,7.200061E-02
04:45:00,6.260396E+03,8.790699E+02,4.656188E-01,7.187101E-02,2.106904E+03,4.064790E+02,1.567380E-01,3.323299E-02,2.180107E+03,4.914320E+02,1.621836E-01,4.017830E-02,1.766092E+03,4.917963E+02,1.313831E-01,4.020803E-02,1.580132E+03,3.797654E+02,1.175489E-01,3.104898E-02,4.478921E+03,8.445224E+02,3.331135E-01,6.904667E-02
05:00:00,6.260407E+03,8.197393E+02,4.656196E-01,6.702055E-02,2.106905E+03,3.820597E+02,1.567380E-01,3.123658E-02,2.180110E+03,4.658991E+02,1.621839E-01,3.809086E-02,1.766109E+03,4.753583E+02,1.313844E-01,3.886415E-02,1.580139E+03,3.644418E+02,1.175495E-01,2.979620E-02,4.478962E+03,8.101591E+02,3.331165E-01,6.623737E-02
05:15:00,6.260418E+03,5.926258E+02,4.656204E-01,4.845224E-02,2.106906E+03,3.596664E+02,1.567381E-01,2.940607E-02,2.180113E+03,4.423633E+02,1.621841E-01,3.616703E-02,1.766127E+03,4.605689E+02,1.313857E-01,3.765541E-02,1.580146E+03,3.507697E+02,1.175500E-01,2.867870E-02,4.479003E+03,5.947654E+02,3.331196E-01,4.862718E-02
05:30:00,6.260429E+03,3.804644E+02,4.656212E-01,3.110630E-02,2.106906E+03,3.394701E+02,1.567381E-01,2.775515E-02,2.180116E+03,4.209924E+02,1.621843E-01,3.442018E-02,1.766144E+03,4.476373E+02,1.313870E-01,3.659857E-02,1.580153E+03,3.389240E+02,1.175505E-01,2.771050E-02,4.479044E+03,3.879737E+02,3.331226E-01,3.172023E-02
05:45:00,6.260440E+03,1.830482E+02,4.656220E-01,1.496583E-02,2.106907E+03,3.219953E+02,1.567382E-01,2.632665E-02,2.180120E+03,4.023226E+02,1.621846E-01,3.289404E-02,1.766161E+03,4.369897E+02,1.313883E-01,3.572831E-02,1.580160E+03,3.294080E+02,1.175511E-01,2.693268E-02,4.479084E+03,1.897115E+02,3.331256E-01,1.551059E-02
06:00:00,6.260451E+03,0.000000E+00,4.656228E-01,0.000000E+00,2.106908E+03,3.074219E+02,1.567382E-01,2.513520E-02,2.180123E+03,3.867225E+02,1.621848E-01,3.161867E-02,1.766179E+03,4.291083E+02,1.313896E-01,3.508400E-02,1.580167E+03,3.225376E+02,1.175516E-01,2.637101E-02,4.479124E+03,0.000000E+00,3.331285E-01,0.000000E+00
06:15:00,6.260462E+03,0.000000E+00,4.656236E-01,0.000000E+00,2.106909E+03,2.948022E+02,1.567383E-01,2.410322E-02,2.180126E+03,3.744224E+02,1.621850E-01,3.061275E-02,1.766196E+03,4.242089E+02,1.313908E-01,3.468309E-02,1.580174E+03,3.170026E+02,1.175521E-01,2.591823E-02,4.479164E+03,0.000000E+00,3.331315E-01,0.000000E+00
06:30:00,6.260472E+03,0.000000E+00,4.656244E-01,0.000000E+00,2.106909E+03,2.851235E+02,1.567384E-01,2.331168E-02,2.180129E+03,3.652597E+02,1.621853E-01,2.986332E-02,1.766213E+03,4.220296E+02,1.313921E-01,3.450453E-02,1.580181E+03,3.140047E+02,1.175526E-01,2.567288E-02,4.479204E+03,0.000000E+00,3.331345E-01,0.000000E+00
06:45:00,6.260483E+03,0.000000E+00,4.656252E-01,0.000000E+00,2.106910E+03,2.781800E+02,1.567384E-01,2.274425E-02,2.180132E+03,3.587995E+02,1.621855E-01,2.933551E-02,1.766230E+03,4.221980E+02,1.313934E-01,3.451879E-02,1.580188E+03,3.133216E+02,1.175531E-01,2.561735E-02,4.479243E+03,0.000000E+00,3.331374E-01,0.000000E+00
07:00:00,6.260494E+03,0.000000E+00,4.656260E-01,0.000000E+00,2.106911E+03,2.741118E+02,1.567385E-01,2.241193E-02,2.180135E+03,3.546840E+02,1.621857E-01,2.899945E-02,1.766247E+03,4.241415E+02,1.313946E-01,3.467821E-02,1.580195E+03,3.148655E+02,1.175536E-01,2.574393E-02,4.479283E+03,0.000000E+00,3.331403E-01,0.000000E+00
07:15:00,6.260504E+03,0.000000E+00,4.656268E-01,0.000000E+00,2.106912E+03,2.044965E+02,1.567385E-01,1.672023E-02,2.180138E+03,2.645147E+02,1.621860E-01,2.162733E-02,1.766264E+03,3.188480E+02,1.313959E-01,2.606962E-02,1.580202E+03,2.372348E+02,1.175542E-01,1.939693E-02,4.479322E+03,0.000000E+00,3.331433E-01,0.000000E+00
07:30:00,6.260515E+03,0.000000E+00,4.656276E-01,0.000000E+00,2.106912E+03,1.359244E+02,1.567386E-01,1.111380E-02,2.180141E+03,1.754813E+02,1.621862E-01,1.434809E-02,1.766280E+03,2.131045E+02,1.313971E-01,1.742426E-02,1.580209E+03,1.591018E+02,1.175547E-01,1.300885E-02,4.479361E+03,0.000000E+00,3.331461E-01,0.000000E+00
07:45:00,6.260525E+03,0.000000E+00,4.656284E-01,0.000000E+00,2.106913E+03,6.791739E+01,1.567386E-01,5.553192E-03,2.180145E+03,8.736835E+01,1.621864E-01,7.143541E-03,1.766297E+03,1.068155E+02,1.313983E-01,8.733571E-03,1.580215E+03,8.012080E+01,1.175552E-01,6.550965E-03,4.479399E+03,0.000000E+00,3.331490E-01,0.000000E+00
08:00:00,6.260535E+03,0.000000E+00,4.656291E-01,0.000000E+00,2.106914E+03,0.000000E+00,1.567387E-01,0.000000E+00,2.180148E+03,0.000000E+00,1.621866E-01,0.000000E+00,1.766313E+03,0.000000E+00,1.313996E-01,0.000000E+00,1.580222E+03,0.000000E+00,1.175557E-01,0.000000E+00,4.479438E+03,0.000000E+00,3.331519E-01,0.000000E+00
08:15:00,6.260546E+03,0.000000E+00,4.656299E-01,0.000000E+00,2.106915E+03,0.000000E+00,1.567388E-01,0.000000E+00,2.180151E+03,0.000000E+00,1.621869E-01,0.000000E+00,1.766330E+03,0.000000E+00,1.314008E-01,0.000000E+00,1.580229E+03,0.000000E+00,1.175562E-01,0.000000E+00,4.479476E+03,0.000000E+00,3.331548E-01,0.000000E+00
08:30:00,6.260556E+03,0.000000E+00,4.656307E-01,0.000000E+00,2.106915E+03,0.000000E+00,1.567388E-01,0.000000E+00,2.180154E+03,0.000000E+00,1.621871E-01,0.000000E+00,1.766346E+03,0.000000E+00,1.314020E-01,0.000000E+00,1.580236E+03,0.000000E+00,1.175567E-01,0.000000E+00,4.479515E+03,0.000000E+00,3.331576E-01,0.000000E+00
08:45:00,6.260566E+03,0.000000E+00,4.656314E-01,0.000000E+00,2.106916E+03,0.000000E+00,1.567389E-01,0.000000E+00,2.180157E+03,0.000000E+00,1.621873E-01,0.000000E+00,1.766363E+03,0.000000E+00,1.314032E-01,0.000000E+00,1.580242E+03,0.000000E+00,1.175572E-01,0.000000E+00,4.479553E+03,0.000000E+00,3.331604E-01,0.000000E+00
09:00:00,6.260576E+03,0.000000E+00,4.656322E-01,0.000000E+00,2.106917E+03,0.000000E+00,1.567389E-01,0.000000E+00,2.180160E+03,0.000000E+00,1.621875E-01,0.000000E+00,1.766379E+03,0.000000E+00,1.314044E-01,0.000000E+00,1.580249E+03,0.000000E+00,1.175577E-01,0.000000E+00,4.479590E+03,0.000000E+00,3.331632E-01,0.000000E+00
09:15:00,6.260586E+03,0.000000E+00,4.656329E-01,0.000000E+00,2.106918E+03,0.000000E+00,1.567390E-01,0.000000E+00,2.180162E+03,0.000000E+00,1.621878E-01,0.000000E+00,1.766395E+03,0.000000E+00,1.314056E-01,0.000000E+00,1.580256E+03,0.000000E+00,1.175582E-01,0.000000E+00,4.479628E+03,0.000000E+00,3.331660E-01,0.000000E+00
09:30:00,6.260596E+03,0.000000E+00,4.656337E-01,0.000000E+00,2.106918E+03,0.000000E+00,1.567390E-01,0.000000E+00,2.180165E+03,0.000000E+00,1.621880E-01,0.000000E+00,1.766411E+03,0.000000E+00,1.314068E-01,0.000000E+00,1.580262E+03,0.000000E+00,1.175586E-01,0.000000E+00,4.479666E+03,0.000000E+00,3.331688E-01,0.000000E+00
09:45:00,6.260606E+03,0.000000E+00,4.656344E-01,0.000000E+00,2.106919E+03,0.000000E+00,1.567391E-01,0.000000E+00,2.180168E+03,0.000000E+00,1.621882E-01,0.000000E+00,1.766427E+03,0.000000E+00,1.314080E-01,0.000000E+00,1.580269E+03,0.000000E+00,1.175591E-01,0.000000E+00,4.479703E+03,0.000000E+00,3.331716E-01,0.000000E+00
10:00:00,6.260616E+03,0.000000E+00,4.656352E-01,0.000000E+00,2.106920E+03,0.000000E+00,1.567391E-01,0.000000E+00,2.180171E+03,0.000000E+00,1.621884E-01,0.000000E+00,1.766443E+03,0.000000E+00,1.314092E-01,0.000000E+00,1.580275E+03,0.000000E+00,1.175596E-01,0.000000E+00,4.479740E+03,0.000000E+00,3.331744E-01,0.000000E+00
10:15:00,6.260626E+03,6.011588E+02,4.656359E-01,4.020555E-02,2.106920E+03,0.000000E+00,1.567392E-01,0.000000E+00,2.180174E+03,0.000000E+00,1.621886E-01,0.000000E+00,1.766459E+03,0.000000E+00,1.314104E-01,0.000000E+00,1.580282E+03,0.000000E+00,1.175601E-01,0.000000E+00,4.479777E+03,6.119879E+02,3.331771E-01,4.057181E-02
10:30:00,6.260636E+03,1.081764E+03,4.656366E-01,7.970375E-02,2.106921E+03,0.000000E+00,1.567392E-01,0.000000E+00,2.180177E+03,0.000000E+00,1.621888E-01,0.000000E+00,1.766474E+03,0.000000E+00,1.314115E-01,0.000000E+00,1.580288E+03,0.000000E+00,1.175606E-01,0.000000E+00,4.479814E+03,1.091545E+03,3.331799E-01,7.998855E-02
10:45:00,6.260646E+03,1.614820E+03,4.656373E-01,1.233119E-01,2.106922E+03,0.000000E+00,1.567393E-01,0.000000E+00,2.180180E+03,0.000000E+00,1.621890E-01,0.000000E+00,1.766490E+03,0.000000E+00,1.314127E-01,0.000000E+00,1.580295E+03,0.000000E+00,1.175611E-01,0.000000E+00,4.479850E+03,1.607124E+03,3.331826E-01,1.221676E-01
11:00:00,6.260656E+03,2.132675E+03,4.656381E-01,1.656562E-01,2.106923E+03,0.000000E+00,1.567393E-01,0.000000E+00,2.180183E+03,0.000000E+00,1.621893E-01,0.000000E+00,1.766505E+03,0.000000E+00,1.314139E-01,0.000000E+00,1.580301E+03,0.000000E+00,1.175615E-01,0.000000E+00,4.479887E+03,2.089460E+03,3.331853E-01,1.616074E-01
11:15:00,6.260665E+03,2.086629E+03,4.656388E-01,1.708413E-01,2.106923E+03,0.000000E+00,1.567394E-01,0.000000E+00,2.180185E+03,0.000000E+00,1.621895E-01,0.000000E+00,1.766521E+03,0.000000E+00,1.314150E-01,0.000000E+00,1.580307E+03,0.000000E+00,1.175620E-01,0.000000E+00,4.479923E+03,1.977831E+03,3.331880E-01,1.619492E-01
11:30:00,6.260675E+03,2.172606E+03,4.656395E-01,1.776720E-01,2.106924E+03,0.000000E+00,1.567394E-01,0.000000E+00,2.180188E+03,0.000000E+00,1.621897E-01,0.000000E+00,1.766536E+03,0.000000E+00,1.314162E-01,0.000000E+00,1.580314E+03,0.000000E+00,1.175625E-01,0.000000E+00,4.479959E+03,1.996860E+03,3.331907E-01,1.633014E-01
